,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_Porch
57,1868,178000,80,RL,78.0,12090,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,Hip,CompShg,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,585.0,GasA,Ex,Y,SBrkr,0.0,0.0,3,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,477.0,TA,TA,Y,268,0,None,None,None,0,1,2007,WD ,Abnorml,259
58,1422,179600,20,RL,63.0,8500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,BrkFace,106.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1422.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,626.0,TA,TA,Y,192,0,None,None,None,0,11,2007,WD ,Normal,60
59,1200,179000,90,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,1200.0,GasA,TA,Y,SBrkr,3.0,0.0,3,0,3,1,TA,Typ,0,None,None,None,0.0,None,None,Y,120,0,None,None,None,0,3,2009,WD ,Alloca,0
60,1641,140000,50,RL,70.0,10759,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,4,1972,Gable,CompShg,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,ALQ,1001.0,GasA,TA,Y,SBrkr,0.0,0.0,2,0,4,1,TA,Typ,1,Gd,Detchd,Unf,490.0,TA,TA,Y,0,0,None,GdPrv,None,0,7,2008,WD ,Normal,92
61,1973,395000,20,RL,110.0,14226,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1935.0,GasA,Gd,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,Fin,895.0,TA,TA,Y,315,0,None,None,None,0,7,2007,New,Partial,45
62,1248,151500,20,RL,80.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,Hip,CompShg,Wd Sdng,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1248.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,286.0,TA,TA,Y,0,0,None,MnPrv,None,0,5,2006,WD ,Normal,0
63,2418,341000,60,RL,96.0,10542,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,Hip,CompShg,Wd Sdng,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1311.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,RFn,983.0,TA,TA,Y,250,0,None,None,None,0,8,2008,WD ,Normal,370
64,1755,235000,60,RL,82.5,11949,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,8,1991,Gable,CompShg,VinylSd,BrkFace,196.0,Gd,Gd,PConc,Gd,TA,No,GLQ,ALQ,975.0,GasA,Ex,Y,SBrkr,0.0,1.0,2,1,3,1,Gd,Typ,1,TA,Attchd,Unf,524.0,TA,TA,Y,502,0,None,GdPrv,None,0,7,2009,WD ,Normal,60
65,672,72000,30,RM,61.0,8534,Pave,None,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1925,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,432.0,GasA,TA,N,FuseA,0.0,0.0,1,0,2,1,TA,Min1,0,None,None,None,0.0,None,None,N,0,0,None,GdWo,None,0,6,2006,WD ,Normal,112
66,1626,154000,50,RL,70.0,10512,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,6,1954,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,988.0,GasA,Ex,Y,SBrkr,0.0,0.0,1,1,3,1,Gd,Typ,0,None,Attchd,Unf,332.0,TA,TA,Y,366,0,None,None,None,0,5,2007,WD ,Normal,0
67,1726,222000,120,FV,46.2,3830,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,Gable,CompShg,VinylSd,Stone,280.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1726.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,2,1,Gd,Typ,1,Gd,Attchd,Fin,561.0,TA,TA,Y,0,0,None,None,None,0,1,2009,New,Partial,254
68,2748,390000,60,RL,108.0,13418,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,Hip,CompShg,VinylSd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1850.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Ex,Typ,1,Gd,BuiltIn,Fin,850.0,TA,TA,Y,212,0,None,None,None,0,10,2008,WD ,Abnorml,182
69,894,128200,20,RL,75.0,10650,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,ALQ,894.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,308.0,TA,TA,Y,365,0,None,MnPrv,None,0,2,2010,WD ,Normal,0
70,2470,615000,20,RL,106.0,12720,Pave,None,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,Hip,CompShg,MetalSd,Stone,680.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,2535.0,GasA,Ex,Y,SBrkr,2.0,0.0,1,1,1,1,Ex,Typ,2,Gd,Attchd,Fin,789.0,TA,TA,Y,154,144,Ex,None,None,0,2,2008,WD ,Normal,281
71,1174,158000,20,RL,82.5,12250,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,Gable,CompShg,HdBoard,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,864.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,528.0,TA,TA,Y,211,0,None,None,None,0,5,2008,WD ,Normal,280
72,1324,254000,120,RL,48.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,Hip,CompShg,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1324.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,Fin,550.0,TA,TA,Y,192,0,None,None,None,0,12,2009,WD ,Normal,38
73,2447,169000,50,RL,50.0,9638,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,804.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,4,1,Gd,Min2,1,Gd,Detchd,Unf,336.0,TA,TA,Y,272,0,None,None,None,0,3,2010,WD ,Normal,158
74,2199,284500,75,RL,84.0,9660,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Unf,8,5,1997,Hip,CompShg,HdBoard,BrkFace,1290.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1173.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,Fin,516.0,TA,TA,Y,0,0,None,None,None,0,9,2008,WD ,Normal,131
75,1374,184500,80,RL,67.0,13300,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,384.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,400.0,TA,TA,Y,100,0,None,None,None,0,6,2010,WD ,Normal,0
76,1335,210400,20,FV,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1335.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,575.0,TA,TA,Y,0,0,None,None,None,0,6,2007,New,Partial,210
77,1588,214000,20,RL,78.0,10264,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1588.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,472.0,TA,TA,Y,158,0,None,None,None,0,8,2006,WD ,Normal,29
78,1652,392500,120,RM,64.0,5587,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,Hip,CompShg,CemntBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1600.0,GasA,Ex,Y,SBrkr,1.0,1.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,Fin,482.0,TA,TA,Y,162,0,None,None,None,0,11,2008,New,Partial,206
79,2021,274725,60,RL,168.0,23257,Pave,None,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,868.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,RFn,422.0,TA,TA,Y,0,0,None,None,None,0,9,2006,New,Partial,100
80,1412,156932,60,RL,73.0,8499,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,616.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,432.0,TA,TA,Y,0,0,None,None,None,0,3,2007,New,Partial,36
81,1464,282922,20,RL,49.0,15256,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1485.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,Unf,754.0,TA,TA,Y,168,0,None,None,None,0,8,2007,WD ,Normal,160
82,1690,144000,75,RM,65.0,8850,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,815.0,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,1,Gd,Detchd,Unf,225.0,TA,TA,Y,0,0,None,None,None,0,7,2006,ConLw,Normal,330
83,1092,88000,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,HdBoard,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,525.0,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,Typ,0,None,Detchd,Unf,264.0,TA,TA,Y,0,0,None,None,None,0,3,2010,WD ,Family,0
84,1012,67500,30,RH,70.0,9800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,816.0,GasA,TA,N,FuseA,0.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,429.0,TA,TA,Y,121,0,None,None,None,0,4,2010,WD ,Normal,80
85,1210,148000,80,RL,140.0,11080,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1975,Gable,CompShg,Plywood,BrkFace,257.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,1128.0,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,1,TA,Typ,0,None,Attchd,Unf,528.0,TA,TA,Y,0,0,None,None,None,0,5,2006,WD ,Normal,0
86,1256,159000,20,RL,80.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,BrkFace,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,Rec,1256.0,GasA,Gd,Y,FuseA,1.0,0.0,1,1,3,1,Gd,Typ,0,None,Attchd,RFn,311.0,TA,TA,Y,0,0,None,None,None,0,5,2008,WD ,Normal,240
87,1130,120000,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,Hip,CompShg,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,1120.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,2,1,TA,Typ,1,Gd,Detchd,Unf,720.0,TA,TA,Y,229,0,None,None,None,0,6,2006,WD ,Normal,0
88,858,134900,85,RL,59.6,7252,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,Hip,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,858.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,576.0,TA,TA,Y,120,0,None,None,None,0,4,2009,WD ,Normal,0
89,1188,185000,20,RL,88.0,14175,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,Unf,988.0,GasA,TA,Y,FuseA,1.0,0.0,1,0,1,1,TA,Typ,1,TA,Attchd,Unf,621.0,TA,TA,Y,102,0,None,None,None,0,6,2008,WD ,Normal,320
90,1412,132500,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,Gable,CompShg,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,Unf,780.0,GasA,Ex,Y,FuseF,0.0,0.0,1,0,4,1,TA,Typ,1,Gd,Detchd,Unf,280.0,TA,TA,Y,45,0,None,None,None,0,5,2009,WD ,Normal,0
91,1040,160500,80,RL,59.6,7176,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,Gable,CompShg,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,Unf,960.0,GasA,Fa,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,1,Fa,Detchd,Unf,616.0,TA,TA,Y,131,0,None,GdPrv,None,0,7,2006,WD ,Normal,180
92,1376,165000,50,RL,60.0,8850,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1920,Gable,CompShg,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,768.0,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,Gd,Typ,0,None,Detchd,Unf,576.0,TA,TA,P,0,0,None,None,None,0,2,2007,WD ,Normal,198
93,1301,100000,30,RM,60.0,6911,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,1145.0,GasA,TA,Y,SBrkr,0.0,0.0,1,0,2,1,Fa,Min1,0,None,Detchd,Unf,440.0,TA,TA,Y,0,0,None,None,None,0,10,2009,WD ,Normal,0
94,1629,189900,60,RL,74.0,13830,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,928.0,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,Fin,482.0,TA,TA,Y,212,0,None,MnPrv,None,0,3,2010,WD ,Normal,34
95,1761,227875,60,FV,84.0,10207,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,874.0,GasA,Ex,Y,SBrkr,0.0,0.0,3,0,3,1,Gd,Typ,0,None,Attchd,Fin,578.0,TA,TA,Y,144,0,None,None,None,0,8,2007,New,Partial,105
96,936,111900,20,RL,68.0,10295,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1969,Gable,CompShg,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,936.0,GasA,TA,Y,SBrkr,0.0,0.0,1,0,2,1,TA,Typ,0,None,Attchd,Unf,288.0,TA,TA,Y,16,0,None,None,None,0,9,2008,COD,Normal,0
97,1316,145000,70,RL,66.0,8969,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,Gambrel,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,644.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,2,1,TA,Typ,1,Gd,Detchd,Unf,369.0,TA,TA,P,0,0,None,MnPrv,None,0,7,2008,WD ,Normal,192
98,1440,118000,90,RL,92.0,12108,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,Gable,CompShg,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1440.0,GasA,TA,N,FuseF,0.0,0.0,2,0,4,2,Fa,Typ,0,None,None,None,0.0,None,None,Y,0,0,None,None,None,0,9,2008,WD ,Normal,0
99,1524,166000,160,FV,32.5,2998,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,Gable,CompShg,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,756.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,2,1,Gd,Typ,0,None,Detchd,Unf,440.0,TA,TA,Y,0,0,None,None,None,0,6,2006,WD ,Normal,32
100,1370,148000,80,RL,125.0,10000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1956,Hip,CompShg,Wd Sdng,BrkFace,272.0,TA,TA,CBlock,TA,TA,Av,BLQ,Rec,1058.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,1,TA,Basment,RFn,300.0,TA,TA,Y,191,0,None,MnPrv,None,0,2,2006,WD ,Normal,120
101,925,99000,20,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,Gable,CompShg,BrkFace,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Fin,300.0,TA,TA,Y,0,0,None,None,None,0,7,2007,WD ,Normal,0
102,630,86000,180,RM,21.0,1526,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,Gable,CompShg,CemntBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,630.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,1,1,Gd,Typ,0,None,Attchd,Unf,286.0,TA,TA,Y,0,0,None,None,None,0,5,2009,WD ,Normal,0
103,1431,165000,80,RL,101.0,9150,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,Gable,Tar&Grv,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1099.0,GasA,Gd,Y,SBrkr,0.0,1.0,1,0,3,1,TA,Typ,1,Gd,Basment,RFn,296.0,TA,TA,Y,64,0,None,None,None,0,12,2008,WD ,Normal,110
104,1226,211500,120,RL,61.0,3782,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1981,Gable,CompShg,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1226.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,1,1,Gd,Typ,2,TA,Attchd,Fin,484.0,TA,TA,Y,133,0,None,None,None,0,9,2009,WD ,Normal,78
105,1417,210000,20,RL,70.0,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,Gable,CompShg,VinylSd,BrkFace,209.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1417.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,Unf,511.0,TA,TA,Y,60,0,None,None,None,0,8,2009,WD ,Normal,117
106,1689,228500,20,RL,74.0,9990,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,5,1991,Gable,CompShg,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,1680.0,GasA,Gd,Y,SBrkr,1.0,0.0,2,0,3,1,TA,Typ,1,TA,Attchd,Unf,432.0,TA,TA,Y,428,0,None,None,None,0,7,2008,WD ,Normal,120
107,928,132000,20,RL,70.0,13300,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,Hip,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,Unf,928.0,GasA,TA,Y,SBrkr,0.0,0.0,1,0,2,1,TA,Typ,0,None,Attchd,Unf,252.0,TA,TA,Y,261,0,None,None,None,0,6,2007,WD ,Normal,156
108,2490,468000,20,RL,85.0,11128,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,PosN,PosN,1Fam,1Story,9,5,2005,Hip,CompShg,VinylSd,Stone,198.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,2458.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Ex,Typ,2,Gd,Attchd,Fin,795.0,TA,TA,Y,70,0,None,GdPrv,None,0,10,2009,WD ,Normal,226
109,1953,240000,60,RL,131.81840746624306,53107,Pave,None,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1580.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,2,Fa,Attchd,Fin,501.0,TA,TA,Y,216,0,None,None,None,0,6,2007,WD ,Normal,231
110,958,151500,20,RL,82.5,12772,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,Hip,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,958.0,GasA,TA,Y,SBrkr,0.0,0.0,1,0,2,1,TA,Typ,0,None,Attchd,RFn,301.0,TA,TA,Y,0,0,None,None,Gar2,15500,4,2007,WD ,Normal,0
111,630,73000,180,RM,21.0,1470,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,Gable,CompShg,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,630.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,1,1,TA,Typ,0,None,None,None,0.0,None,None,Y,0,0,None,None,None,0,4,2006,WD ,Normal,0
112,630,75500,180,RM,21.0,1491,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,Gable,CompShg,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,GLQ,630.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,1,1,TA,Typ,0,None,None,None,0.0,None,None,Y,96,0,None,None,None,0,5,2010,WD ,Normal,24
113,2290,500067,20,RL,59.0,17169,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,Hip,CompShg,CemntBd,BrkFace,970.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,2320.0,GasA,Ex,Y,SBrkr,2.0,0.0,2,1,2,1,Ex,Typ,1,Gd,Attchd,Fin,1174.0,TA,TA,Y,192,0,None,None,None,0,8,2007,New,Partial,30
114,1502,330000,120,RM,74.1,9763,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,Gable,CompShg,Wd Sdng,BrkFace,239.0,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,1502.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,1,1,Gd,Typ,1,TA,Attchd,Fin,286.0,TA,TA,Y,0,0,None,None,None,0,9,2007,WD ,Normal,0
