GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,MoSold,YrSold,lat,long,TotalPorchSF
2748,390000,60,RL,108.0,13418,Reg,NridgHt,1Fam,2Story,9,5,2006,2006,VinylSd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1420.0,0.0,430.0,1850.0,Ex,Y,SBrkr,1850,898,0,1.0,0.0,2,1,4,Ex,9,1,Gd,BuiltIn,Fin,3.0,850.0,TA,TA,Y,212,10,2008,42.060601,-93.657373,182
894,128200,20,RL,75.0,10650,Reg,CollgCr,1Fam,1Story,5,6,1976,1976,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182.0,712.0,0.0,894.0,TA,Y,SBrkr,894,0,0,1.0,0.0,1,0,3,TA,5,0,None,Attchd,Unf,1.0,308.0,TA,TA,Y,365,2,2010,42.0214834,-93.6879775,0
2470,615000,20,RL,106.0,12720,Reg,NridgHt,1Fam,1Story,10,5,2003,2003,MetalSd,Stone,680.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2257.0,0.0,278.0,2535.0,Ex,Y,SBrkr,2470,0,0,2.0,0.0,1,1,1,Ex,7,2,Gd,Attchd,Fin,3.0,789.0,TA,TA,Y,154,2,2008,42.058348,-93.65758900000002,281
1174,158000,20,RL,82.5,12250,IR1,CollgCr,1Fam,1Story,5,6,1978,1978,HdBoard,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,781.0,0.0,83.0,864.0,Ex,Y,SBrkr,1174,0,0,1.0,0.0,1,0,3,TA,5,0,None,Attchd,Unf,2.0,528.0,TA,TA,Y,211,5,2008,42.019404,-93.6865508,280
1324,254000,120,RL,48.0,6240,Reg,NridgHt,TwnhsE,1Story,8,5,2006,2006,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,863.0,0.0,461.0,1324.0,Ex,Y,SBrkr,1324,0,0,1.0,0.0,2,0,2,Gd,6,1,Gd,Attchd,Fin,2.0,550.0,TA,TA,Y,192,12,2009,42.0569486,-93.6514127,38
2447,169000,50,RL,50.0,9638,Reg,SWISU,1Fam,1.5Fin,6,7,1919,1990,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,0.0,804.0,804.0,Ex,Y,SBrkr,1699,748,0,0.0,0.0,2,0,4,Gd,10,1,Gd,Detchd,Unf,1.0,336.0,TA,TA,Y,272,3,2010,42.0188965,-93.6473143,158
2199,284500,75,RL,84.0,9660,Reg,NoRidge,1Fam,2.5Unf,8,5,1997,1997,HdBoard,BrkFace,1290.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1173.0,1173.0,Ex,Y,SBrkr,1182,1017,0,0.0,0.0,2,1,3,Gd,9,1,TA,Attchd,Fin,2.0,516.0,TA,TA,Y,0,9,2008,42.054148,-93.655767,131
1374,184500,80,RL,67.0,13300,IR1,Gilbert,1Fam,SLvl,7,5,2004,2004,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,326.0,0.0,58.0,384.0,Ex,Y,SBrkr,744,630,0,1.0,0.0,2,1,3,Gd,7,1,Gd,BuiltIn,Fin,2.0,400.0,TA,TA,Y,100,6,2010,42.0607343,-93.6440475,0
1335,210400,20,FV,75.0,9000,Reg,Somerst,1Fam,1Story,7,5,2006,2007,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1335.0,1335.0,Ex,Y,SBrkr,1335,0,0,0.0,0.0,2,0,3,Gd,6,0,None,Attchd,RFn,2.0,575.0,TA,TA,Y,0,6,2007,42.051465,-93.6477696,210
1588,214000,20,RL,78.0,10264,IR1,CollgCr,1Fam,1Story,7,5,1999,1999,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,0.0,426.0,1588.0,Ex,Y,SBrkr,1588,0,0,0.0,0.0,2,0,3,Gd,6,0,None,Attchd,RFn,2.0,472.0,TA,TA,Y,158,8,2006,42.01758299999999,-93.691007,29
1652,392500,120,RM,64.0,5587,IR1,Crawfor,TwnhsE,1Story,8,5,2008,2008,CemntBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.0,0.0,120.0,1600.0,Ex,Y,SBrkr,1652,0,0,1.0,1.0,2,0,2,Gd,5,1,Gd,Attchd,Fin,2.0,482.0,TA,TA,Y,162,11,2008,42.009536,-93.616112,206
2021,274725,60,RL,168.0,23257,IR3,Gilbert,1Fam,2Story,7,5,2006,2006,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,0.0,868.0,868.0,Ex,Y,SBrkr,887,1134,0,0.0,0.0,2,1,3,Gd,9,1,Gd,BuiltIn,RFn,2.0,422.0,TA,TA,Y,0,9,2006,42.063269,-93.636105,100
1412,156932,60,RL,73.0,8499,IR1,Gilbert,1Fam,2Story,6,5,2006,2007,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,0.0,616.0,616.0,Ex,Y,SBrkr,616,796,0,0.0,0.0,2,1,3,Gd,6,1,Gd,BuiltIn,Fin,2.0,432.0,TA,TA,Y,0,3,2007,42.06250660000001,-93.6441663,36
1464,282922,20,RL,49.0,15256,IR1,Somerst,1Fam,1Story,8,5,2007,2007,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,929.0,0.0,556.0,1485.0,Ex,Y,SBrkr,1464,0,0,1.0,0.0,2,0,3,Gd,6,0,None,Attchd,Unf,3.0,754.0,TA,TA,Y,168,8,2007,42.0542768,-93.6413892,160
1690,144000,75,RM,65.0,8850,IR1,OldTown,1Fam,2.5Unf,7,6,1916,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,815.0,815.0,Ex,Y,SBrkr,815,875,0,0.0,0.0,1,0,3,TA,7,1,Gd,Detchd,Unf,1.0,225.0,TA,TA,Y,0,7,2006,42.0280832,-93.6151515,330
1092,88000,160,RM,21.0,1680,Reg,BrDale,Twnhs,2Story,6,5,1971,1971,HdBoard,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,525.0,525.0,TA,Y,SBrkr,525,567,0,0.0,0.0,1,1,3,TA,6,0,None,Detchd,Unf,1.0,264.0,TA,TA,Y,0,3,2010,42.051564,-93.6275299,0
1012,67500,30,RH,70.0,9800,Reg,SawyerW,1Fam,1Story,5,5,1920,1950,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,0.0,816.0,816.0,TA,N,FuseA,1012,0,0,0.0,0.0,1,0,2,TA,5,0,None,Detchd,Unf,1.0,429.0,TA,TA,Y,121,4,2010,42.029046,-93.6143401,80
1210,148000,80,RL,140.0,11080,Reg,Mitchel,1Fam,SLvl,6,6,1975,1975,Plywood,BrkFace,257.0,TA,TA,CBlock,TA,TA,Av,GLQ,576.0,0.0,552.0,1128.0,TA,Y,SBrkr,1210,0,0,1.0,0.0,2,0,3,TA,6,0,None,Attchd,Unf,2.0,528.0,TA,TA,Y,0,5,2006,41.9957149,-93.601356,0
1256,159000,20,RL,80.0,8000,Reg,NAmes,1Fam,1Story,5,6,1959,1959,BrkFace,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,476.0,488.0,292.0,1256.0,Gd,Y,FuseA,1256,0,0,1.0,0.0,1,1,3,Gd,6,0,None,Attchd,RFn,1.0,311.0,TA,TA,Y,0,5,2008,42.0377338,-93.6061496,240
1130,120000,30,RL,60.0,10800,Reg,OldTown,1Fam,1Story,5,6,1920,1950,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821.0,0.0,299.0,1120.0,Ex,Y,SBrkr,1130,0,0,1.0,0.0,1,0,2,TA,5,1,Gd,Detchd,Unf,2.0,720.0,TA,TA,Y,229,6,2006,42.03603,-93.6136675,0
858,134900,85,RL,59.6,7252,IR1,Sawyer,1Fam,SFoyer,5,5,1982,1982,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685.0,0.0,173.0,858.0,TA,Y,SBrkr,858,0,0,1.0,0.0,1,0,2,TA,5,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,120,4,2009,42.0309191,-93.6707812,0
1188,185000,20,RL,88.0,14175,Reg,Sawyer,1Fam,1Story,6,8,1956,1956,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,776.0,0.0,212.0,988.0,TA,Y,FuseA,1188,0,0,1.0,0.0,1,0,1,TA,4,1,TA,Attchd,Unf,2.0,621.0,TA,TA,Y,102,6,2008,42.0331658,-93.6651362,320
1412,132500,50,RM,50.0,6000,Reg,BrkSide,1Fam,1.5Fin,6,6,1939,1950,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,0.0,780.0,780.0,Ex,Y,FuseF,825,587,0,0.0,0.0,1,0,4,TA,6,1,Gd,Detchd,Unf,1.0,280.0,TA,TA,Y,45,5,2009,42.0335431,-93.6233436,0
1040,160500,80,RL,59.6,7176,IR1,Sawyer,1Fam,SLvl,6,6,1978,1978,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,794.0,0.0,166.0,960.0,Fa,Y,SBrkr,1040,0,0,1.0,0.0,1,0,3,TA,6,1,Fa,Detchd,Unf,2.0,616.0,TA,TA,Y,131,7,2006,42.0312709,-93.672106,180
1376,165000,50,RL,60.0,8850,Reg,BrkSide,1Fam,1.5Fin,6,7,1920,1950,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,0.0,768.0,768.0,Ex,Y,SBrkr,752,624,0,0.0,0.0,1,0,3,Gd,7,0,None,Detchd,Unf,2.0,576.0,TA,TA,P,0,2,2007,42.0272497,-93.6256788,198
1301,100000,30,RM,60.0,6911,Reg,BrkSide,1Fam,1Story,5,5,1924,1950,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405.0,0.0,740.0,1145.0,TA,Y,SBrkr,1301,0,0,0.0,0.0,1,0,2,Fa,5,0,None,Detchd,Unf,2.0,440.0,TA,TA,Y,0,10,2009,42.0318346,-93.6248476,0
1629,189900,60,RL,74.0,13830,IR1,Gilbert,1Fam,2Story,5,5,1997,1998,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,791.0,0.0,137.0,928.0,Gd,Y,SBrkr,928,701,0,0.0,0.0,2,1,3,TA,6,1,TA,Attchd,Fin,2.0,482.0,TA,TA,Y,212,3,2010,42.0612335,-93.6392567,34
1761,227875,60,FV,84.0,10207,Reg,Somerst,1Fam,2Story,7,6,2007,2007,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,874.0,874.0,Ex,Y,SBrkr,874,887,0,0.0,0.0,3,0,3,Gd,7,0,None,Attchd,Fin,2.0,578.0,TA,TA,Y,144,8,2007,42.0520027,-93.6442059,105
936,111900,20,RL,68.0,10295,Reg,NAmes,1Fam,1Story,4,6,1969,1969,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,TA,Mn,Rec,252.0,0.0,684.0,936.0,TA,Y,SBrkr,936,0,0,0.0,0.0,1,0,2,TA,4,0,None,Attchd,Unf,1.0,288.0,TA,TA,Y,16,9,2008,42.0555166,-93.6271037,0
1316,145000,70,RL,66.0,8969,Reg,Crawfor,1Fam,2Story,6,6,1926,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,379.0,0.0,265.0,644.0,Ex,Y,SBrkr,672,644,0,1.0,0.0,1,0,2,TA,6,1,Gd,Detchd,Unf,1.0,369.0,TA,TA,P,0,7,2008,42.0176227,-93.6466608,192
1440,118000,90,RL,92.0,12108,Reg,Edwards,Duplex,1Story,4,4,1955,1955,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133.0,0.0,1307.0,1440.0,TA,N,FuseF,1440,0,0,0.0,0.0,2,0,4,Fa,8,0,None,None,None,0.0,0.0,None,None,Y,0,9,2008,42.0202853,-93.6653323,0
1524,166000,160,FV,32.5,2998,Reg,Somerst,TwnhsE,2Story,6,5,2000,2000,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,0.0,403.0,756.0,Ex,Y,SBrkr,768,756,0,0.0,0.0,2,1,2,Gd,4,0,None,Detchd,Unf,2.0,440.0,TA,TA,Y,0,6,2006,42.0461909,-93.6460273,32
1370,148000,80,RL,125.0,10000,Reg,NAmes,1Fam,SLvl,5,6,1956,1956,Wd Sdng,BrkFace,272.0,TA,TA,CBlock,TA,TA,Av,BLQ,678.0,281.0,99.0,1058.0,Ex,Y,SBrkr,1370,0,0,1.0,0.0,1,0,3,TA,6,1,TA,Basment,RFn,1.0,300.0,TA,TA,Y,191,2,2006,42.0423026,-93.6156461,120
925,99000,20,RL,70.0,7000,Reg,NAmes,1Fam,1Story,5,6,1961,1961,BrkFace,None,0.0,TA,TA,Slab,None,None,None,None,0.0,0.0,0.0,0.0,Gd,Y,SBrkr,925,0,0,0.0,0.0,1,0,3,TA,7,0,None,Attchd,Fin,1.0,300.0,TA,TA,Y,0,7,2007,42.034714,-93.606533,0
630,86000,180,RM,21.0,1526,Reg,MeadowV,Twnhs,SFoyer,4,8,1970,2002,CemntBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,515.0,0.0,115.0,630.0,TA,Y,SBrkr,630,0,0,1.0,0.0,1,0,1,Gd,3,0,None,Attchd,Unf,1.0,286.0,TA,TA,Y,0,5,2009,41.9924141,-93.6029808,0
1431,165000,80,RL,101.0,9150,IR1,NAmes,1Fam,SLvl,6,5,1962,1962,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371.0,0.0,728.0,1099.0,Gd,Y,SBrkr,1431,0,0,0.0,1.0,1,0,3,TA,6,1,Gd,Basment,RFn,1.0,296.0,TA,TA,Y,64,12,2008,42.047407,-93.616126,110
1226,211500,120,RL,61.0,3782,IR1,Greens,TwnhsE,1Story,8,5,1981,1981,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,960.0,0.0,266.0,1226.0,TA,Y,SBrkr,1226,0,0,1.0,0.0,1,0,1,Gd,4,2,TA,Attchd,Fin,2.0,484.0,TA,TA,Y,133,9,2009,42.042511,-93.649136,78
1417,210000,20,RL,70.0,8750,Reg,CollgCr,1Fam,1Story,7,5,1997,1998,VinylSd,BrkFace,209.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1111.0,0.0,306.0,1417.0,Ex,Y,SBrkr,1417,0,0,1.0,0.0,2,0,3,Gd,7,1,TA,Attchd,Unf,2.0,511.0,TA,TA,Y,60,8,2009,42.0181653,-93.6817957,117
1689,228500,20,RL,74.0,9990,Reg,Mitchel,1Fam,1Story,4,5,1991,1991,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,1383.0,0.0,297.0,1680.0,Gd,Y,SBrkr,1689,0,0,1.0,0.0,2,0,3,TA,6,1,TA,Attchd,Unf,2.0,432.0,TA,TA,Y,428,7,2008,41.9962483,-93.6025295,120
928,132000,20,RL,70.0,13300,Reg,NAmes,1Fam,1Story,5,7,1956,2000,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377.0,0.0,551.0,928.0,TA,Y,SBrkr,928,0,0,0.0,0.0,1,0,2,TA,4,0,None,Attchd,Unf,1.0,252.0,TA,TA,Y,261,6,2007,42.0392683,-93.6120253,156
2490,468000,20,RL,85.0,11128,Reg,Somerst,1Fam,1Story,9,5,2005,2006,VinylSd,Stone,198.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2158.0,0.0,300.0,2458.0,Ex,Y,SBrkr,2490,0,0,1.0,0.0,2,0,2,Ex,9,2,Gd,Attchd,Fin,3.0,795.0,TA,TA,Y,70,10,2009,42.052903,-93.641855,226
1953,240000,60,RL,131.81840746624306,53107,IR2,ClearCr,1Fam,2Story,6,5,1992,1992,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985.0,0.0,595.0,1580.0,Ex,Y,SBrkr,1079,874,0,1.0,0.0,2,1,3,Gd,9,2,Fa,Attchd,Fin,2.0,501.0,TA,TA,Y,216,6,2007,42.027235,-93.679165,231
958,151500,20,RL,82.5,12772,IR1,NAmes,1Fam,1Story,6,8,1960,1998,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,498.0,0.0,460.0,958.0,TA,Y,SBrkr,958,0,0,0.0,0.0,1,0,2,TA,5,0,None,Attchd,RFn,1.0,301.0,TA,TA,Y,0,4,2007,42.0425245,-93.6239373,0
630,73000,180,RM,21.0,1470,Reg,MeadowV,Twnhs,SFoyer,4,6,1970,1970,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,522.0,0.0,108.0,630.0,TA,Y,SBrkr,630,0,0,1.0,0.0,1,0,1,TA,3,0,None,None,None,0.0,0.0,None,None,Y,0,4,2006,41.9926829,-93.6021877,0
630,75500,180,RM,21.0,1491,Reg,MeadowV,TwnhsE,SFoyer,4,6,1972,1972,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,150.0,480.0,0.0,630.0,Ex,Y,SBrkr,630,0,0,1.0,0.0,1,0,1,TA,3,0,None,None,None,0.0,0.0,None,None,Y,96,5,2010,41.9923178,-93.6033603,24
2290,500067,20,RL,59.0,17169,IR2,NridgHt,1Fam,1Story,10,5,2007,2007,CemntBd,BrkFace,970.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1684.0,0.0,636.0,2320.0,Ex,Y,SBrkr,2290,0,0,2.0,0.0,2,1,2,Ex,7,1,Gd,Attchd,Fin,3.0,1174.0,TA,TA,Y,192,8,2007,42.0606287,-93.6565017,30
1502,330000,120,RM,74.1,9763,IR1,GrnHill,TwnhsE,1Story,7,5,1998,1998,Wd Sdng,BrkFace,239.0,Gd,TA,PConc,Gd,TA,No,GLQ,1102.0,72.0,328.0,1502.0,Ex,Y,SBrkr,1502,0,0,1.0,0.0,1,1,1,Gd,5,1,TA,Attchd,Fin,1.0,286.0,TA,TA,Y,0,9,2007,42.029046,-93.6143401,0
1739,172500,160,FV,24.0,2645,Reg,Somerst,Twnhs,2Story,8,5,1999,2000,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649.0,0.0,321.0,970.0,Ex,Y,SBrkr,983,756,0,1.0,0.0,2,1,3,Gd,7,0,None,Attchd,Fin,2.0,480.0,TA,TA,Y,115,8,2009,42.0469478,-93.6428597,0
2044,185000,60,RL,80.0,10400,Reg,NWAmes,1Fam,2Story,7,6,1980,1988,HdBoard,BrkFace,280.0,TA,TA,CBlock,Gd,TA,Mn,Unf,0.0,0.0,738.0,738.0,TA,Y,SBrkr,1277,767,0,0.0,0.0,2,1,3,TA,7,1,TA,Attchd,Unf,2.0,489.0,TA,TA,Y,28,3,2008,42.0527012,-93.6360411,73
1726,311872,20,RL,79.0,9416,Reg,Somerst,1Fam,1Story,7,5,2007,2007,CemntBd,Stone,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,1126.0,0.0,600.0,1726.0,Ex,Y,SBrkr,1726,0,0,1.0,0.0,2,0,3,Ex,8,1,Gd,Attchd,Fin,3.0,786.0,TA,TA,Y,171,9,2007,42.0540084,-93.6436714,404
1790,165150,60,RL,80.0,10400,Reg,NWAmes,1Fam,2Story,6,5,1972,1972,VinylSd,None,288.0,TA,TA,CBlock,TA,TA,No,Rec,247.0,0.0,485.0,732.0,Gd,Y,SBrkr,1012,778,0,1.0,0.0,1,2,4,TA,8,1,TA,Attchd,RFn,2.0,484.0,TA,TA,Y,148,11,2006,42.0481878,-93.6305078,147
1056,125000,20,RL,80.0,13600,Reg,NAmes,1Fam,1Story,5,6,1955,1955,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,144.0,912.0,0.0,1056.0,Gd,Y,SBrkr,1056,0,0,1.0,0.0,1,1,3,TA,6,0,None,Attchd,Fin,1.0,300.0,TA,TA,Y,0,11,2006,42.03852089999999,-93.6136873,0
2554,159500,70,RM,60.0,10800,Reg,OldTown,1Fam,2Story,7,8,1890,1998,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,0.0,718.0,718.0,Ex,Y,SBrkr,1576,978,0,0.0,0.0,1,1,3,TA,8,0,None,Detchd,Unf,2.0,704.0,TA,TA,P,0,7,2007,42.026329,-93.6082663,191
1312,180500,20,RL,59.6,6718,IR1,Timber,1Fam,1Story,8,5,2001,2001,VinylSd,BrkFace,86.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,250.0,0.0,1017.0,1267.0,Ex,Y,SBrkr,1312,0,0,0.0,0.0,2,0,2,Gd,5,0,None,Attchd,Unf,2.0,471.0,TA,TA,Y,256,1,2007,41.99654659999999,-93.6470568,28
1308,160000,50,RL,130.0,9600,IR1,Crawfor,1Fam,1.5Fin,5,7,1940,1950,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,428.0,0.0,300.0,728.0,Ex,Y,SBrkr,976,332,0,1.0,0.0,1,1,2,TA,7,2,TA,Detchd,Unf,1.0,256.0,TA,TA,Y,0,6,2009,42.0187317,-93.642147,70
907,109008,20,RL,77.0,8593,IR1,NAmes,1Fam,1Story,4,6,1957,1957,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,0.0,619.0,907.0,Ex,Y,SBrkr,907,0,0,0.0,0.0,1,0,3,TA,5,0,None,Detchd,Unf,1.0,352.0,TA,TA,Y,0,7,2008,42.044356,-93.6215824,0
1034,153000,85,RL,64.9,7703,IR1,Sawyer,1Fam,SFoyer,6,8,1978,1978,HdBoard,BrkCmn,40.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,450.0,0.0,0.0,450.0,Ex,Y,SBrkr,1034,0,0,0.0,1.0,1,0,3,TA,6,1,Po,Basment,Fin,2.0,504.0,TA,TA,Y,311,5,2008,42.031094,-93.672564,0
1040,132250,20,RL,94.0,25286,Reg,Mitchel,1Fam,1Story,4,5,1963,1963,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633.0,0.0,431.0,1064.0,Gd,Y,SBrkr,1040,0,0,1.0,0.0,1,0,3,TA,5,0,None,Attchd,Unf,2.0,648.0,TA,TA,Y,0,1,2007,41.9927647,-93.6057539,0
1585,184900,60,RL,74.0,7632,IR1,SawyerW,1Fam,2Story,7,5,2005,2005,VinylSd,BrkFace,96.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,784.0,784.0,Ex,Y,SBrkr,831,754,0,0.0,0.0,2,1,3,Gd,7,0,None,Attchd,RFn,2.0,449.0,TA,TA,Y,100,3,2006,42.0371459,-93.6910687,77
1355,127000,70,RM,60.0,6882,Reg,IDOTRR,1Fam,2Story,6,7,1914,2006,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,0.0,684.0,684.0,TA,Y,SBrkr,773,582,0,0.0,0.0,1,1,3,Gd,7,0,None,None,None,0.0,0.0,None,None,Y,136,3,2007,42.0250013,-93.6277568,115
2276,475000,20,RL,91.0,11778,Reg,CollgCr,1Fam,1Story,9,5,2008,2008,VinylSd,Stone,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,2085.0,0.0,186.0,2271.0,Ex,Y,SBrkr,2276,0,0,1.0,0.0,2,0,3,Ex,7,2,Gd,Attchd,RFn,3.0,1348.0,Gd,TA,Y,0,6,2008,42.0278211,-93.6873236,325
1154,142000,20,RL,60.0,11556,Reg,NAmes,1Fam,1Story,5,9,1953,2006,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,BLQ,408.0,0.0,456.0,864.0,Gd,Y,SBrkr,1154,0,0,0.0,0.0,1,1,3,Ex,6,0,None,Detchd,Unf,1.0,336.0,TA,TA,Y,63,7,2007,42.0413956,-93.6174665,0
808,112000,20,RL,50.0,5175,Reg,BrkSide,1Fam,1Story,5,8,1958,2000,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,150.0,404.0,254.0,808.0,Ex,Y,SBrkr,808,0,0,0.0,0.0,1,0,2,TA,5,0,None,Detchd,Unf,1.0,308.0,TA,TA,N,143,7,2007,42.03661830000001,-93.6287266,0
1105,135000,20,RL,90.0,10454,IR1,NAmes,1Fam,1Story,6,6,1957,1957,Plywood,Stone,143.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,0.0,559.0,1105.0,Gd,Y,FuseA,1105,0,0,0.0,0.0,1,0,3,TA,5,0,None,Detchd,Unf,1.0,308.0,TA,TA,Y,0,4,2009,42.0384456,-93.6087016,0
1679,193500,20,RL,65.0,8125,Reg,SawyerW,1Fam,1Story,6,5,1994,1998,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138.0,0.0,270.0,1408.0,Ex,Y,SBrkr,1679,0,0,1.0,0.0,2,0,3,Gd,7,1,Fa,Attchd,RFn,2.0,575.0,TA,TA,Y,224,10,2008,42.0357026,-93.6897014,42
1440,232500,20,RL,82.0,11202,IR1,Timber,1Fam,1Story,8,5,2003,2003,VinylSd,BrkFace,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1029.0,0.0,403.0,1432.0,Ex,Y,SBrkr,1440,0,0,1.0,0.0,2,0,3,Gd,7,1,TA,Attchd,Fin,2.0,467.0,TA,TA,Y,185,6,2008,41.9956076,-93.6474132,95
1298,114000,20,RL,74.6,11200,IR1,Edwards,1Fam,1Story,5,3,1964,1964,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,0.0,1250.0,1250.0,Ex,Y,SBrkr,1298,0,0,0.0,0.0,2,0,3,TA,5,0,None,Detchd,Unf,2.0,504.0,TA,Fa,N,0,6,2010,42.02559460000001,-93.6632943,144
2279,257000,20,RL,149.0,19958,Reg,Timber,1Fam,1Story,6,8,1958,1995,HdBoard,BrkFace,1224.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,0.0,585.0,585.0,Gd,Y,SBrkr,2279,0,0,0.0,0.0,2,1,4,Gd,7,1,Gd,Attchd,RFn,2.0,461.0,TA,TA,Y,274,7,2007,42.0004141,-93.6494327,138
1604,117000,50,RL,60.0,10998,Reg,Edwards,1Fam,1.5Fin,5,5,1941,1960,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,408.0,420.0,156.0,984.0,Ex,Y,SBrkr,984,620,0,0.0,0.0,2,0,3,TA,6,0,None,Detchd,Unf,2.0,660.0,TA,TA,Y,0,7,2009,42.02195649999999,-93.6562046,68
1932,213000,60,RL,70.0,8749,Reg,CollgCr,1Fam,2Story,7,5,2003,2003,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,654.0,0.0,325.0,979.0,Ex,Y,SBrkr,992,940,0,1.0,0.0,2,1,3,Gd,7,1,Gd,Attchd,RFn,2.0,610.0,TA,TA,Y,0,6,2007,42.01675729999999,-93.6879669,120
